trip_id,traveler_id,countable,layover,synthetic,destination_kind,start_date,end_date,year,month,month_name,duration_days,destination_key,destination_city,destination_country,destination_country_code,destination_airport,origin_airport,region,detailed_region,carrier_name,flight_class,tag_kinds,is_beach_vacation,is_ski_trip,is_holiday_trip,destination_matched,unesco_score,michelin_score,plog_score,allocentric_score,weather_score,destination_trips,destination_travelers,destination_raw
ACH-2017-09-04,achilles,1,0,1,city,2017-09-04,2017-09-09,2017,9,september,5,Denver|United States,Denver,United States,US,DEN,CLT,Americas,Northern America,Frontier Airlines Inc.,Economy,,0,0,0,1,0.0,5.91,0.8445,0.1555,7.88,105,24,"Denver, United States"
ACH-2018-02-07,achilles,1,0,1,city,2018-02-07,2018-02-14,2018,2,february,7,London|United Kingdom,London,United Kingdom,GB,LHR,CLT,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,6.78,135,33,"London, United Kingdom"
ACH-2018-06-15,achilles,1,0,1,city,2018-06-15,2018-06-19,2018,6,june,4,Chicago|United States,Chicago,United States,US,ORD,CLT,Americas,Northern America,United Air Lines Inc.,Economy,,0,0,0,1,2.89,7.33,0.9501,0.0499,7.59,57,21,"Chicago, United States"
ACH-2018-09-22,achilles,1,0,1,city,2018-09-22,2018-09-29,2018,9,september,7,Montego Bay|Jamaica,Montego Bay,Jamaica,JM,MBJ,CLT,Americas,Caribbean,American Airlines Inc.,Economy,,0,0,0,0,,,,,,22,3,"Montego Bay, Jamaica"
ACH-2019-02-11,achilles,1,0,1,city,2019-02-11,2019-02-16,2019,2,february,5,Miami|United States,Miami,United States,US,MIA,CLT,Americas,Northern America,Frontier Airlines Inc.,Economy,beach_vacation,1,0,0,1,0.0,6.68,0.9,0.1,7.54,57,13,"Miami, United States"
ACH-2019-06-18,achilles,1,0,1,city,2019-06-18,2019-06-25,2019,6,june,7,Munich|Germany,Munich,Germany,DE,MUC,CLT,Europe,Western Europe,American Airlines Inc.,Economy,,0,0,0,1,2.89,7.24,0.7318,0.2682,7.68,5,1,"Munich, Germany"
ACH-2019-09-04,achilles,1,0,1,city,2019-09-04,2019-09-09,2019,9,september,5,Denver|United States,Denver,United States,US,DEN,CLT,Americas,Northern America,United Air Lines Inc.,Economy,,0,0,0,1,0.0,5.91,0.8445,0.1555,7.88,105,24,"Denver, United States"
ACH-2020-02-07,achilles,1,0,1,city,2020-02-07,2020-02-14,2020,2,february,7,London|United Kingdom,London,United Kingdom,GB,LHR,CLT,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,6.78,135,33,"London, United Kingdom"
ACH-2020-06-15,achilles,1,0,1,city,2020-06-15,2020-06-19,2020,6,june,4,Chicago|United States,Chicago,United States,US,ORD,CLT,Americas,Northern America,Frontier Airlines Inc.,Economy,,0,0,0,1,2.89,7.33,0.9501,0.0499,7.59,57,21,"Chicago, United States"
ACH-2020-09-22,achilles,1,0,1,city,2020-09-22,2020-09-29,2020,9,september,7,Montego Bay|Jamaica,Montego Bay,Jamaica,JM,MBJ,CLT,Americas,Caribbean,American Airlines Inc.,Economy,,0,0,0,0,,,,,,22,3,"Montego Bay, Jamaica"
ACH-2021-02-11,achilles,1,0,1,city,2021-02-11,2021-02-16,2021,2,february,5,Miami|United States,Miami,United States,US,MIA,CLT,Americas,Northern America,Spirit Air Lines,Economy,beach_vacation,1,0,0,1,0.0,6.68,0.9,0.1,7.54,57,13,"Miami, United States"
ACH-2021-06-18,achilles,1,0,1,city,2021-06-18,2021-06-25,2021,6,june,7,Munich|Germany,Munich,Germany,DE,MUC,CLT,Europe,Western Europe,Lufthansa German Airlines,Economy,,0,0,0,1,2.89,7.24,0.7318,0.2682,7.68,5,1,"Munich, Germany"
ACH-2021-09-04,achilles,1,0,1,city,2021-09-04,2021-09-09,2021,9,september,5,Denver|United States,Denver,United States,US,DEN,CLT,Americas,Northern America,American Airlines Inc.,Economy,,0,0,0,1,0.0,5.91,0.8445,0.1555,7.88,105,24,"Denver, United States"
ACH-2022-02-07,achilles,1,0,1,city,2022-02-07,2022-02-14,2022,2,february,7,London|United Kingdom,London,United Kingdom,GB,LHR,CLT,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,6.78,135,33,"London, United Kingdom"
ACH-2022-06-15,achilles,1,0,1,city,2022-06-15,2022-06-19,2022,6,june,4,Chicago|United States,Chicago,United States,US,ORD,CLT,Americas,Northern America,SkyWest Airlines Inc.,Economy,,0,0,0,1,2.89,7.33,0.9501,0.0499,7.59,57,21,"Chicago, United States"
ACH-2022-09-22,achilles,1,0,1,city,2022-09-22,2022-09-29,2022,9,september,7,Montego Bay|Jamaica,Montego Bay,Jamaica,JM,MBJ,CLT,Americas,Caribbean,American Airlines Inc.,Economy,,0,0,0,0,,,,,,22,3,"Montego Bay, Jamaica"
ACH-2023-02-11,achilles,1,0,1,city,2023-02-11,2023-02-16,2023,2,february,5,Miami|United States,Miami,United States,US,MIA,CLT,Americas,Northern America,American Airlines Inc.,Economy,beach_vacation,1,0,0,1,0.0,6.68,0.9,0.1,7.54,57,13,"Miami, United States"
ACH-2023-06-18,achilles,1,0,1,city,2023-06-18,2023-06-25,2023,6,june,7,Munich|Germany,Munich,Germany,DE,MUC,CLT,Europe,Western Europe,American Airlines Inc.,Economy,,0,0,0,1,2.89,7.24,0.7318,0.2682,7.68,5,1,"Munich, Germany"
ACH-2023-09-04,achilles,1,0,1,city,2023-09-04,2023-09-09,2023,9,september,5,Denver|United States,Denver,United States,US,DEN,CLT,Americas,Northern America,Southwest Airlines Co.,Economy,,0,0,0,1,0.0,5.91,0.8445,0.1555,7.88,105,24,"Denver, United States"
ACH-2024-02-07,achilles,1,0,1,city,2024-02-07,2024-02-14,2024,2,february,7,London|United Kingdom,London,United Kingdom,GB,LHR,CLT,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,6.78,135,33,"London, United Kingdom"
ACH-2024-06-15,achilles,1,0,1,city,2024-06-15,2024-06-19,2024,6,june,4,Chicago|United States,Chicago,United States,US,ORD,CLT,Americas,Northern America,Republic Airline,Economy,,0,0,0,1,2.89,7.33,0.9501,0.0499,7.59,57,21,"Chicago, United States"
ACH-2024-09-22,achilles,1,0,1,city,2024-09-22,2024-09-29,2024,9,september,7,Montego Bay|Jamaica,Montego Bay,Jamaica,JM,MBJ,CLT,Americas,Caribbean,American Airlines Inc.,Economy,,0,0,0,0,,,,,,22,3,"Montego Bay, Jamaica"
ACH-2025-02-11,achilles,1,0,1,city,2025-02-11,2025-02-16,2025,2,february,5,Miami|United States,Miami,United States,US,MIA,CLT,Americas,Northern America,Frontier Airlines Inc.,Economy,beach_vacation,1,0,0,1,0.0,6.68,0.9,0.1,7.54,57,13,"Miami, United States"
ACH-2025-06-18,achilles,1,0,1,city,2025-06-18,2025-06-25,2025,6,june,7,Munich|Germany,Munich,Germany,DE,MUC,CLT,Europe,Western Europe,Lufthansa German Airlines,Economy,,0,0,0,1,2.89,7.24,0.7318,0.2682,7.68,5,1,"Munich, Germany"
ACH-2025-09-04,achilles,1,0,1,city,2025-09-04,2025-09-09,2025,9,september,5,Denver|United States,Denver,United States,US,DEN,CLT,Americas,Northern America,Frontier Airlines Inc.,Economy,,0,0,0,1,0.0,5.91,0.8445,0.1555,7.88,105,24,"Denver, United States"
SB1-2025-05-21,agatha-christie,1,0,0,region,2025-05-21,2025-05-29,2025,5,may,8,Bali|Indonesia,Bali,Indonesia,ID,,,Asia,South-eastern Asia,,Economy,,0,0,0,1,2.89,0.0,0.3416,0.6584,6.36,12,12,Bali
MJ1-2023-09-01,alan-paton,1,0,0,city,2023-09-01,2023-09-10,2023,9,september,9,Cape Town|South Africa,Cape Town,South Africa,ZA,,,Africa,Southern Africa,,Economy,,0,0,0,1,4.58,0.0,0.4036,0.5964,7.69,4,4,"Cape Town, SA"
AE-2016-03-12,albert-einstein,1,0,1,city,2016-03-12,2016-03-19,2016,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2016-09-10,albert-einstein,1,0,1,city,2016-09-10,2016-09-17,2016,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2017-03-11,albert-einstein,1,0,1,city,2017-03-11,2017-03-18,2017,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2017-09-09,albert-einstein,1,0,1,city,2017-09-09,2017-09-16,2017,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2018-03-10,albert-einstein,1,0,1,city,2018-03-10,2018-03-17,2018,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2018-09-08,albert-einstein,1,0,1,city,2018-09-08,2018-09-15,2018,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2019-03-09,albert-einstein,1,0,1,city,2019-03-09,2019-03-16,2019,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2019-09-14,albert-einstein,1,0,1,city,2019-09-14,2019-09-21,2019,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2020-03-14,albert-einstein,1,0,1,city,2020-03-14,2020-03-21,2020,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2020-09-12,albert-einstein,1,0,1,city,2020-09-12,2020-09-19,2020,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2021-03-13,albert-einstein,1,0,1,city,2021-03-13,2021-03-20,2021,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2021-09-11,albert-einstein,1,0,1,city,2021-09-11,2021-09-18,2021,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2022-03-12,albert-einstein,1,0,1,city,2022-03-12,2022-03-19,2022,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2022-09-10,albert-einstein,1,0,1,city,2022-09-10,2022-09-17,2022,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2023-03-11,albert-einstein,1,0,1,city,2023-03-11,2023-03-18,2023,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2023-09-09,albert-einstein,1,0,1,city,2023-09-09,2023-09-16,2023,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2024-03-09,albert-einstein,1,0,1,city,2024-03-09,2024-03-16,2024,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2024-09-14,albert-einstein,1,0,1,city,2024-09-14,2024-09-21,2024,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AE-2025-03-08,albert-einstein,1,0,1,city,2025-03-08,2025-03-15,2025,3,march,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.85,135,33,"London, United Kingdom"
AE-2025-09-13,albert-einstein,1,0,1,city,2025-09-13,2025-09-20,2025,9,september,7,London|United Kingdom,London,United Kingdom,GB,LHR,DFW,Europe,Northern Europe,American Airlines Inc.,Economy,,0,0,0,1,6.71,9.54,0.8673,0.1327,7.28,135,33,"London, United Kingdom"
AD-2018-12-20,alfred-d-orsay,1,0,1,city,2018-12-20,2018-12-25,2018,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2019-12-20,alfred-d-orsay,1,0,1,city,2019-12-20,2019-12-25,2019,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2020-12-20,alfred-d-orsay,1,0,1,city,2020-12-20,2020-12-25,2020,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2021-12-20,alfred-d-orsay,1,0,1,city,2021-12-20,2021-12-25,2021,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2022-12-20,alfred-d-orsay,1,0,1,city,2022-12-20,2022-12-25,2022,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2023-12-20,alfred-d-orsay,1,0,1,city,2023-12-20,2023-12-25,2023,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2024-12-20,alfred-d-orsay,1,0,1,city,2024-12-20,2024-12-25,2024,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
AD-2025-12-20,alfred-d-orsay,1,0,1,city,2025-12-20,2025-12-25,2025,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,IAD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
WAP-2021-12-22,alfred-polly,1,0,1,city,2021-12-22,2021-12-27,2021,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,ORD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
WAP-2022-12-22,alfred-polly,1,0,1,city,2022-12-22,2022-12-27,2022,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,ORD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
WAP-2023-12-22,alfred-polly,1,0,1,city,2023-12-22,2023-12-27,2023,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,ORD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
WAP-2024-12-22,alfred-polly,1,0,1,city,2024-12-22,2024-12-27,2024,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,ORD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
WAP-2025-12-22,alfred-polly,1,0,1,city,2025-12-22,2025-12-27,2025,12,december,5,Pittsburgh|United States,Pittsburgh,United States,US,PIT,ORD,Americas,Northern America,United Air Lines Inc.,Economy,holiday_trip,0,0,1,1,0.0,0.0,0.7364,0.2636,5.35,33,7,"Pittsburgh, United States"
EJ-2022-09-01,alice-munro,1,0,0,city,2022-09-01,2022-09-10,2022,9,september,9,Tokyo|Japan,Tokyo,Japan,JP,,,Asia,Eastern Asia,,Economy,,0,0,0,1,2.89,9.99,0.7993,0.2007,6.99,80,22,Tokyo
NP1-2023-05-01,amrita-pritam,1,0,0,city,2023-05-01,2023-05-07,2023,5,may,6,Bangkok|Thailand,Bangkok,Thailand,TH,,,Asia,South-eastern Asia,,Economy,,0,0,0,1,0.0,8.47,0.4205,0.5795,6.52,10,9,"Bangkok, Thailand"
EG-2023-08-18,ana-maria-matute,1,0,0,city,2023-08-18,2023-08-25,2023,8,august,7,Barcelona|Spain,Barcelona,Spain,ES,,,Europe,Southern Europe,,Economy,,0,0,0,1,5.78,7.69,0.7358,0.2642,7.99,38,20,"Barcelona, Spain"
MJ3-2023-06-01,andre-brink,1,0,0,city,2023-06-01,2023-06-10,2023,6,june,9,Cape Town|South Africa,Cape Town,South Africa,ZA,,,Africa,Southern Africa,,Economy,,0,0,0,1,4.58,0.0,0.4036,0.5964,6.63,4,4,"Cape Town, South Africa"
AW-2020-03-14,andy-warhol,1,0,1,city,2020-03-14,2020-03-21,2020,3,march,7,Cancun|Mexico,Cancun,Mexico,MX,CUN,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,0.0,2.83,0.6899,0.3101,7.62,173,36,"Cancun, Mexico"
AW-2020-10-10,andy-warhol,1,0,1,city,2020-10-10,2020-10-14,2020,10,october,4,Mexico City|Mexico,Mexico City,Mexico,MX,MEX,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,1,8.12,6.87,0.7046,0.2954,7.16,43,13,"Mexico City, Mexico"
AW-2021-02-13,andy-warhol,1,0,1,city,2021-02-13,2021-02-20,2021,2,february,7,San Jose del Cabo|Mexico,San Jose del Cabo,Mexico,MX,SJD,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,2.89,4.48,0.5778,0.4222,,69,12,"San Jose del Cabo, Mexico"
AW-2021-06-12,andy-warhol,1,0,1,city,2021-06-12,2021-06-16,2021,6,june,4,Queretaro|Mexico,Queretaro,Mexico,MX,QRO,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,1,4.58,0.0,0.405,0.595,6.78,5,2,"Queretaro, Mexico"
AW-2021-11-13,andy-warhol,1,0,1,city,2021-11-13,2021-11-17,2021,11,november,4,Guadalajara|Mexico,Guadalajara,Mexico,MX,GDL,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,1,4.58,3.79,0.6149,0.3851,8.29,58,10,"Guadalajara, Mexico"
AW-2022-04-09,andy-warhol,1,0,1,city,2022-04-09,2022-04-16,2022,4,april,7,Puerto Vallarta|Mexico,Puerto Vallarta,Mexico,MX,PVR,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,2.89,1.74,0.5511,0.4489,,36,8,"Puerto Vallarta, Mexico"
AW-2022-09-10,andy-warhol,1,0,1,city,2022-09-10,2022-09-14,2022,9,september,4,Merida|Mexico,Merida,Mexico,MX,MID,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,0.0,4.06,0.3871,0.6129,7.29,2,2,"Merida, Mexico"
AW-2023-02-11,andy-warhol,1,0,1,city,2023-02-11,2023-02-18,2023,2,february,7,Cozumel|Mexico,Cozumel,Mexico,MX,CZM,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,0,,,,,,2,2,"Cozumel, Mexico"
AW-2023-07-08,andy-warhol,1,0,1,city,2023-07-08,2023-07-12,2023,7,july,4,Veracruz|Mexico,Veracruz,Mexico,MX,VER,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,0.0,0.0,0.3051,0.6949,6.85,1,1,"Veracruz, Mexico"
AW-2023-11-11,andy-warhol,1,0,1,city,2023-11-11,2023-11-15,2023,11,november,4,Monterrey|Mexico,Monterrey,Mexico,MX,MTY,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,1,0.0,3.79,0.5562,0.4438,7.75,11,4,"Monterrey, Mexico"
AW-2024-03-09,andy-warhol,1,0,1,city,2024-03-09,2024-03-13,2024,3,march,4,Leon/Guanajuato|Mexico,Leon/Guanajuato,Mexico,MX,BJX,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,0,,,,,,1,1,"Leon/Guanajuato, Mexico"
AW-2024-06-08,andy-warhol,1,0,1,city,2024-06-08,2024-06-12,2024,6,june,4,San Luis Potosi|Mexico,San Luis Potosi,Mexico,MX,SLP,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,1,2.89,0.0,0.3895,0.6105,6.76,1,1,"San Luis Potosi, Mexico"
AW-2024-10-12,andy-warhol,1,0,1,city,2024-10-12,2024-10-19,2024,10,october,7,Cancun|Mexico,Cancun,Mexico,MX,CUN,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,0.0,2.83,0.6899,0.3101,6.81,173,36,"Cancun, Mexico"
AW-2025-04-12,andy-warhol,1,0,1,city,2025-04-12,2025-04-16,2025,4,april,4,Mexico City|Mexico,Mexico City,Mexico,MX,MEX,IAH,Americas,Central America,United Air Lines Inc.,Economy,,0,0,0,1,8.12,6.87,0.7046,0.2954,8.29,43,13,"Mexico City, Mexico"
AW-2025-09-13,andy-warhol,1,0,1,city,2025-09-13,2025-09-20,2025,9,september,7,San Jose del Cabo|Mexico,San Jose del Cabo,Mexico,MX,SJD,IAH,Americas,Central America,United Air Lines Inc.,Economy,beach_vacation,1,0,0,1,2.89,4.48,0.5778,0.4222,,69,12,"San Jose del Cabo, Mexico"
LB-2023-06-20,annie-m-g-schmidt,1,0,0,city,2023-06-20,2023-06-28,2023,6,june,8,Amsterdam|Netherlands,Amsterdam,Netherlands,NL,,,Europe,Western Europe,,Economy,,0,0,0,1,7.47,8.19,0.7822,0.2178,7.72,50,16,"Amsterdam, Netherlands"
AB-2002-01-08,anthony-bourdain,1,0,1,city,2002-01-08,2002-01-13,2002,1,january,5,Tokyo|Japan,Tokyo,Japan,JP,NRT,JFK,Asia,Eastern Asia,Delta Air Lines Inc.,First,,0,0,0,1,2.89,9.99,0.7993,0.2007,7.58,80,22,"Tokyo, Japan"
